paper_id	item_type	content_kind	pdf_path	pdf_sha256	filename	title_query	resolved_title	authors	year	venue	doi	semantic_scholar_paper_id	match_confidence	match_status	bibtex_type	canonical_url	bibtex_key	text_path	chunk_path	abstract_source	date_indexed	notes
sha256-392925886048c01c	article	pdf_backed	articles/chromatin_remodelers/Bowman - Nat Commun 2019 - Direct observation of coordinated DNA movements on the nucleosome during chromatin remodelling.pdf	392925886048c01c29502f102990c7d37c07315e76a20d80d838399599395b6c	Bowman - Nat Commun 2019 - Direct observation of coordinated DNA movements on the nucleosome during chromatin remodelling.pdf	Direct observation of coordinated DNA movements on the nucleosome during chromatin remodelling	Direct observation of coordinated DNA movements on the nucleosome during chromatin remodelling	Anton Sabantsev, Robert F. Levendosky, Xiaowei Zhuang, Gregory D. Bowman, Sebastian Deindl	2019	Nature Communications	10.1038/s41467-019-09657-1	b632c3510fbb1f7173075454168102cb9ec4f63c	1.0	matched_via_doi	article	https://doi.org/10.1038/s41467-019-09657-1	sabantsev2019direct	paper_index/text/sha256-392925886048c01c.txt	paper_index/chunks/sha256-392925886048c01c.jsonl	semantic_scholar	2026-04-17T03:27:50.462023+00:00	
sha256-938e1447a8a565d4	article	pdf_backed	articles/chromatin_remodelers/Bowman - eLife 2018 - A twist defect mechanism for ATP-dependent translocation of nucleosomal DNA.pdf	938e1447a8a565d42fb290ee74f214ba258f7e67d60c266ca60900858693dad0	Bowman - eLife 2018 - A twist defect mechanism for ATP-dependent translocation of nucleosomal DNA.pdf	A twist defect mechanism for ATP-dependent translocation of nucleosomal DNA	A twist defect mechanism for ATP-dependent translocation of nucleosomal DNA	Jessica Winger, Ilana M Nodelman, Robert F Levendosky, Gregory D Bowman	2018	eLife	10.7554/elife.34100	00fa072a903744e8bb1c51dd6e8c2ae24f91943a	1.0	matched_via_doi	article	https://doi.org/10.7554/elife.34100	winger2018atp	paper_index/text/sha256-938e1447a8a565d4.txt	paper_index/chunks/sha256-938e1447a8a565d4.jsonl	semantic_scholar	2026-04-17T03:27:53.636624+00:00	
sha256-7e046cd1ec840689	article	pdf_backed	articles/chromatin_remodelers/Bowman 2025 COSB - Mechanistic insights into INO80-type chromatin remodelers.pdf	7e046cd1ec840689276fec0ea0f3b8ea2c1cd9cc167519cc6a868fcebb05dd83	Bowman 2025 COSB - Mechanistic insights into INO80-type chromatin remodelers.pdf	Mechanistic insights into INO80 type chromatin remodelers	Mechanistic insights into INO80-type chromatin remodelers	Gregory D. Bowman	2025	Current Opinion in Structural Biology	10.1016/j.sbi.2025.103030	a82e23ea6134856989a948bbc73e389827ca9b43		matched_via_doi	article	https://doi.org/10.1016/j.sbi.2025.103030	bowman2025remodelers	paper_index/text/sha256-7e046cd1ec840689.txt	paper_index/chunks/sha256-7e046cd1ec840689.jsonl	semantic_scholar	2026-04-20T02:53:39.482038+00:00	
sha256-7065dcfe4e356194	article	pdf_backed	articles/chromatin_remodelers/Bowman 2025 NSMB - A competitive regulatory mechanism of the Chd1 remodeler is integral to distorting nucleosomal DNA.pdf	7065dcfe4e356194dbec52f13b9be058b897ec199683bdad1fe8e3af4e5298cb	Bowman 2025 NSMB - A competitive regulatory mechanism of the Chd1 remodeler is integral to distorting nucleosomal DNA.pdf	A competitive regulatory mechanism of the Chd1 remodeler is integral to distorting nucleosomal DNA	A competitive regulatory mechanism of the Chd1 remodeler is integral to distorting nucleosomal DNA	Ilana M. Nodelman, Heather J. Folkwein, Wesley S. Glime, Jean-Paul Armache, Gregory D. Bowman	2025	Nature Structural and Molecular Biology	10.1038/s41594-025-01556-y	d360713e2e36c4abb49386ebc7b95dbc76632b7d		matched_via_doi	article	https://doi.org/10.1038/s41594-025-01556-y	nodelman2025integral	paper_index/text/sha256-7065dcfe4e356194.txt	paper_index/chunks/sha256-7065dcfe4e356194.jsonl		2026-04-20T02:54:50.685190+00:00	
sha256-34fe7960e6e42ec6	article	pdf_backed	articles/chromatin_remodelers/Brangwynne 2023 Cell - A disordered region controls cBAF activity via condensation and partner recruitment.pdf	34fe7960e6e42ec631429172ea2d465c4960e688b9948f7cebb142dd4356b930	Brangwynne 2023 Cell - A disordered region controls cBAF activity via condensation and partner recruitment.pdf	A disordered region controls cBAF activity via condensation and partner recruitment	A disordered region controls cBAF activity via condensation and partner recruitment	Ajinkya Patil, Amy R. Strom, Joao A. Paulo, Clayton K. Collings, Kiersten M. Ruff, Min Kyung Shinn, Akshay Sankar, Kasey S. Cervantes, Tobias Wauer, Jessica D. St. Laurent, Grace Xu, Lindsay A. Becker, Steven P. Gygi, Rohit V. Pappu, Clifford P. Brangwynne, Cigall Kadoch	2023	Cell	10.1016/j.cell.2023.08.032	575b7c91da58198a4acb1b18ca134dda27277522	1.0	matched_via_doi	article	https://doi.org/10.1016/j.cell.2023.08.032	patil2023activity	paper_index/text/sha256-34fe7960e6e42ec6.txt	paper_index/chunks/sha256-34fe7960e6e42ec6.jsonl	semantic_scholar	2026-04-17T03:27:54.799849+00:00	
sha256-102edbc66c2b6a49	article	pdf_backed	articles/chromatin_remodelers/Chen - Nat Struct Mol Biol 2019 - Structures of the ISWI–nucleosome complex reveal a conserved mechanism of chromatin remodeling.pdf	102edbc66c2b6a49504e146067dfbbec65ec6aac080970e11ec598c1737b74d6	Chen - Nat Struct Mol Biol 2019 - Structures of the ISWI–nucleosome complex reveal a conserved mechanism of chromatin remodeling.pdf	Structures of the ISWI–nucleosome complex reveal a conserved mechanism of chromatin remodeling	Structures of the ISWI–nucleosome complex reveal a conserved mechanism of chromatin remodeling	Lijuan Yan, Hao Wu, Xuemei Li, Ning Gao, Zhucheng Chen	2019	Nature Structural and Molecular Biology	10.1038/s41594-019-0199-9	7336b476140d1dd7824c684b806222ab7e550e86	1.0	matched_via_doi	article	https://doi.org/10.1038/s41594-019-0199-9	yan2019iswi	paper_index/text/sha256-102edbc66c2b6a49.txt	paper_index/chunks/sha256-102edbc66c2b6a49.jsonl		2026-04-17T03:27:57.300558+00:00	
sha256-d491818fa08fe428	article	pdf_backed	articles/chromatin_remodelers/Chen - Nature 2017 - Mechanism of chromatin remodelling revealed by the Snf2-nucleosome structure.pdf	d491818fa08fe428cc5c40c81106c89179407c9921a7f63170d82c2c70968db7	Chen - Nature 2017 - Mechanism of chromatin remodelling revealed by the Snf2-nucleosome structure.pdf	Mechanism of chromatin remodelling revealed by the Snf2-nucleosome structure	Mechanism of chromatin remodelling revealed by the Snf2-nucleosome structure	Xiaoyu Liu, Meijing Li, Xian Xia, Xueming Li, Zhucheng Chen	2017	Nature	10.1038/nature22036	6dc7e6fc0c00aea7587e9c22745e5ced54c35902	1.0	matched_via_doi	article	https://doi.org/10.1038/nature22036	liu2017snf2	paper_index/text/sha256-d491818fa08fe428.txt	paper_index/chunks/sha256-d491818fa08fe428.jsonl		2026-04-17T03:27:58.507841+00:00	
sha256-9ebff4663fbfa190	article	pdf_backed	articles/chromatin_remodelers/Chen - Nature 2019 - Mechanism of DNA translocation underlying chromatin remodelling by Snf2.pdf	9ebff4663fbfa19001e8c278670a70797fb5f546c35eb95beada4e5af2d2f842	Chen - Nature 2019 - Mechanism of DNA translocation underlying chromatin remodelling by Snf2.pdf	Mechanism of DNA translocation underlying chromatin remodelling by Snf2	Mechanism of DNA translocation underlying chromatin remodelling by Snf2	Meijing Li, Xian Xia, Yuanyuan Tian, Qi Jia, Xiaoyu Liu, Ying Lu, Ming Li, Xueming Li, Zhucheng Chen	2019	Nature	10.1038/s41586-019-1029-2	405f8b4e2e31680fa535029398915e2b164f20ff	1.0	matched_via_doi	article	https://doi.org/10.1038/s41586-019-1029-2	li2019translocation	paper_index/text/sha256-9ebff4663fbfa190.txt	paper_index/chunks/sha256-9ebff4663fbfa190.jsonl		2026-04-17T03:27:59.950801+00:00	
sha256-73b07a63a5ac9f1d	article	pdf_backed	articles/chromatin_remodelers/Chen 2025 Nature - Subnucleosome preference of human chromatin remodeller SMARCAD1.pdf	73b07a63a5ac9f1dcfd87215411d9607658e5224dbe6031cab93204c48703647	Chen 2025 Nature - Subnucleosome preference of human chromatin remodeller SMARCAD1.pdf	Subnucleosome preference of human chromatin remodeller SMARCAD1	Subnucleosome preference of human chromatin remodeller SMARCAD1	Pengjing Hu, Jingxi Sun, Hongyao Sun, Kangjing Chen, Youyang Sia, Xian Xia, Qiaoran Xi, Zhucheng Chen	2025	Nature	10.1038/s41586-025-09100-0	6a6555c79830300b117961295643c7d16becb242		matched_via_doi	article	https://doi.org/10.1038/s41586-025-09100-0	hu2025smarcad1	paper_index/text/sha256-73b07a63a5ac9f1d.txt	paper_index/chunks/sha256-73b07a63a5ac9f1d.jsonl		2026-04-20T02:58:51.893378+00:00	
sha256-de0db5e56e73eb4c	article	pdf_backed	articles/chromatin_remodelers/Chen 2025 Science - Structural insights into chromatin remodeling by ISWI during active ATP hydrolysis.pdf	de0db5e56e73eb4cba0e3f0147971af8e9a5dc7b62377eeb600d7ac88481e1ca	Chen 2025 Science - Structural insights into chromatin remodeling by ISWI during active ATP hydrolysis.pdf	Structural insights into chromatin remodeling by ISWI during active ATP hydrolysis	Structural insights into chromatin remodeling by ISWI during active ATP hydrolysis	Youyang Sia, Han Pan, Kangjing Chen, Zhucheng Chen	2025	Science	10.1126/science.adu5654	1bd4956d30327ae5c8bfead9e6c107d8b15bbfe6	1.0	matched_via_doi	article	https://doi.org/10.1126/science.adu5654	sia2025during	paper_index/text/sha256-de0db5e56e73eb4c.txt	paper_index/chunks/sha256-de0db5e56e73eb4c.jsonl	semantic_scholar	2026-04-17T03:28:01.352710+00:00	
sha256-c152bc6f43bfb743	article	pdf_backed	articles/chromatin_remodelers/Clapier 2021 ijms - Sophisticated Conversations between Chromatin and Chromatin Remodelers and Dissonances in Cancer.pdf	c152bc6f43bfb743326f1d64f32f22ba1b080488aa129258fc9f6829681dc690	Clapier 2021 ijms - Sophisticated Conversations between Chromatin and Chromatin Remodelers and Dissonances in Cancer.pdf	Sophisticated Conversations between Chromatin and Chromatin Remodelers and Dissonances in Cancer	Sophisticated Conversations between Chromatin and Chromatin Remodelers, and Dissonances in Cancer	Cedric R. Clapier	2021	International Journal of Molecular Sciences	10.3390/ijms22115578	f58ca4190cd46637236a7b9e66e3d6f5d71aaa5d	1.0	matched_via_doi	article	https://doi.org/10.3390/ijms22115578	clapier2021between	paper_index/text/sha256-c152bc6f43bfb743.txt	paper_index/chunks/sha256-c152bc6f43bfb743.jsonl	semantic_scholar	2026-04-17T03:28:02.736687+00:00	
sha256-98eae12f4906c358	article	pdf_backed	articles/chromatin_remodelers/Clark 2024 NSMB - The yeast genome is globally accessible in living cells.pdf	98eae12f4906c3582b7b19d517fb0ff74612662ba23a4538b8cd9be8d4d9e0fe	Clark 2024 NSMB - The yeast genome is globally accessible in living cells.pdf	The yeast genome is globally accessible in living cells	The yeast genome is globally accessible in living cells	Hemant K. Prajapati, Peter R. Eriksson, Paul A. Elizalde, Christopher T. Coey, Zhuwei Xu, David J. Clark	2024	Nature Structural and Molecular Biology	10.1038/s41594-024-01318-2	856e9dbecd97b4657a2e9ae3078d4d8e38d8939b	1.0	matched_via_doi	article	https://doi.org/10.1038/s41594-024-01318-2	prajapati2024globally	paper_index/text/sha256-98eae12f4906c358.txt	paper_index/chunks/sha256-98eae12f4906c358.jsonl	semantic_scholar	2026-04-17T03:28:03.828200+00:00	crossref_year_hint_mismatch:2024!=2025
sha256-97ab5f8482e714c3	article	pdf_backed	articles/chromatin_remodelers/Cramer - Nature 2017 - Nucleosome-Chd1 structure and implications for chromatin remodelling.pdf	97ab5f8482e714c301f70d379ec1b001d44eb7bd782e4d8f5f52b908594b7e2d	Cramer - Nature 2017 - Nucleosome-Chd1 structure and implications for chromatin remodelling.pdf	Nucleosome-Chd1 structure and implications for chromatin remodelling	Nucleosome–Chd1 structure and implications for chromatin remodelling	Lucas Farnung, Seychelle M. Vos, Christoph Wigge, Patrick Cramer	2017	Nature	10.1038/nature24046	86f22e671bb0b6b73bbb9530b0fcfc321bbfd4ee	1.0	matched_via_doi	article	https://doi.org/10.1038/nature24046	farnung2017nucleosome	paper_index/text/sha256-97ab5f8482e714c3.txt	paper_index/chunks/sha256-97ab5f8482e714c3.jsonl	semantic_scholar	2026-04-17T03:28:05.754227+00:00	
sha256-7cdb73c784f4d30d	article	pdf_backed	articles/chromatin_remodelers/Cramer - bioRxiv 2020 - Structural basis of nucleosome transcription mediated by Chd1 and FACT.pdf	7cdb73c784f4d30dc576bc72f5724431730a7ab770629bc19cb5de12431e9038	Cramer - bioRxiv 2020 - Structural basis of nucleosome transcription mediated by Chd1 and FACT.pdf	Structural basis of nucleosome transcription mediated by Chd1 and FACT	Structural basis of nucleosome transcription mediated by Chd1 and FACT	L. Farnung, M. Ochmann, M. Engeholm, P. Cramer	2020	Nature Structural and Molecular Biology	10.1101/2020.11.30.403857	bfb0a89a8172add5fcc82fbe650e017a4ffabdb5	1.0	matched	article	https://www.semanticscholar.org/paper/bfb0a89a8172add5fcc82fbe650e017a4ffabdb5	farnung2020mediated	paper_index/text/sha256-7cdb73c784f4d30d.txt	paper_index/chunks/sha256-7cdb73c784f4d30d.jsonl	semantic_scholar	2026-04-17T03:28:07.092282+00:00	
sha256-dc3a4256f4917ff7	article	pdf_backed	articles/chromatin_remodelers/Eustermann 2023 Science - Hexasome-INO80 complex reveals structural basis ofnoncanonical nucleosome remodeling.pdf	dc3a4256f4917ff71c17b5f2b547403717d2f8cc9960891f2d642234708f7099	Eustermann 2023 Science - Hexasome-INO80 complex reveals structural basis ofnoncanonical nucleosome remodeling.pdf	Hexasome-INO80 complex reveals structural basis ofnoncanonical nucleosome remodeling	Hexasome-INO80 complex reveals structural basis of noncanonical nucleosome remodeling	M. Zhang, Anna Jungblut, Franziska Kunert, Luis Hauptmann, Thomas Hoffmann, O. Kolesnikova, Felix J Metzner, Manuela Moldt, F. Weis, F. DiMaio, K. Hopfner, S. Eustermann	2023	Science	10.1126/science.adf6287	141d7b0e928a752195b25aeadaaea4d2c0514aba	0.9778	matched	article	https://www.semanticscholar.org/paper/141d7b0e928a752195b25aeadaaea4d2c0514aba	zhang2023ino80	paper_index/text/sha256-dc3a4256f4917ff7.txt	paper_index/chunks/sha256-dc3a4256f4917ff7.jsonl	semantic_scholar	2026-04-17T03:28:08.124862+00:00	
sha256-a84acfb2019aa3f4	article	pdf_backed	articles/chromatin_remodelers/Henikoff 2024 MolCell - Epigenetic pioneering by SWI-SNF family remodelers.pdf	a84acfb2019aa3f4f3b6218f70a99dceaf4de68735f06ee2eaec42e39cd2ab92	Henikoff 2024 MolCell - Epigenetic pioneering by SWI-SNF family remodelers.pdf	Epigenetic pioneering by SWI-SNF family remodelers	Epigenetic pioneering by SWI/SNF family remodelers	Kami Ahmad, Sandipan Brahma, Steven Henikoff	2024	Molecular Cell	10.1016/j.molcel.2023.10.045	a0e42c54746a3fa45e5f21c7deb3a62e088949df	1.0	matched_via_doi	article	https://doi.org/10.1016/j.molcel.2023.10.045	ahmad2024pioneering	paper_index/text/sha256-a84acfb2019aa3f4.txt	paper_index/chunks/sha256-a84acfb2019aa3f4.jsonl	semantic_scholar	2026-04-17T03:28:09.132773+00:00	year_hint_mismatch:2024!=2023
sha256-9a6bb4b3c1ca2097	article	pdf_backed	articles/chromatin_remodelers/Kadoch 2026 Science - A SWI:SNF-specific Ig-like domain, SWIFT, is a transcription factor binding platform.pdf	9a6bb4b3c1ca209764042feb670f76bd93566b72c1f8be0f3ee0b72fb0e587b8	Kadoch 2026 Science - A SWI:SNF-specific Ig-like domain, SWIFT, is a transcription factor binding platform.pdf	CONCLUSION: Our study uncovers the SWIFT domain as a critical TF	A SWI/SNF-specific Ig-like domain, SWIFT, is a transcription factor binding platform	Siddhant U. Jain, Kaylyn E. Williamson, Alexander W. Ying, Aasha M. Turner, Ruidong Jerry Jiang, Shaunak Raval, Kevin So, Maxwell J. Allison, Akshay Sankar, Daniel D. Sáme Guerra, Yutong Lin, Zhe Jiang, Nazar Mashtalir, Henry W. Rohrs, Cheryl F. Lichti, Tom W. Muir, Malvina Papanastasiou, Joao A. Paulo, Steven P. Gygi, Michael L. Gross, Cigall Kadoch	2026	Science	10.1126/science.aeb3627	0208903e0192aaf207cc0869bb32969810716b2e	0.0207	matched_via_doi	article	https://doi.org/10.1126/science.aeb3627	jain2026specific	paper_index/text/sha256-9a6bb4b3c1ca2097.txt	paper_index/chunks/sha256-9a6bb4b3c1ca2097.jsonl	semantic_scholar	2026-04-22T05:38:44.352613+00:00	year_hint_mismatch:2026!=2018
sha256-6dbd901ad646d5b5	article	pdf_backed	articles/chromatin_remodelers/Korber 2023 NAR - A single fiber view of the nucleosome organization in eukaryotic chromatin.pdf	6dbd901ad646d5b51bb46337c4875e30fbf6fbbb0a4214d7f5ff2bc3326e7a89	Korber 2023 NAR - A single fiber view of the nucleosome organization in eukaryotic chromatin.pdf	A single fiber view of the nucleosome organization in eukaryotic chromatin	A single fiber view of the nucleosome organization in eukaryotic chromatin	Mark Boltengagen, Daan Verhagen, Michael Roland Wolff, Elisa Oberbeckmann, Matthias Hanke, Ulrich Gerland, Philipp Korber, Felix Mueller-Planitz	2023	Nucleic Acids Research	10.1093/nar/gkad1098	26930e18cdaac2a0d3045cc45968c4a2dd16a7c7	1.0	matched_via_doi	article	https://doi.org/10.1093/nar/gkad1098	boltengagen2023fiber	paper_index/text/sha256-6dbd901ad646d5b5.txt	paper_index/chunks/sha256-6dbd901ad646d5b5.jsonl	semantic_scholar	2026-04-17T03:28:11.536996+00:00	crossref_year_hint_mismatch:2023!=2024
sha256-084a70ed82739782	article	pdf_backed	articles/chromatin_remodelers/Leisegang 2024 bioRxiv - Long non-coding RNAs direct the SWI-SNF complex to cell-specific enhancers.pdf	084a70ed827397820121296e03224feb74f469a53d5c695c052695d39e23fb97	Leisegang 2024 bioRxiv - Long non-coding RNAs direct the SWI-SNF complex to cell-specific enhancers.pdf	Long non-coding RNAs direct the SWI-SNF complex to cell-specific enhancers	Long non-coding RNAs direct the SWI/SNF complex to cell-specific enhancers	James A. Oo, T. Warwick, K. Pálfi, François McNicoll, C. Cao, Cristian Prieto-Garcia, Yinuo Zhou, A. A. Gavrilov, S. V. Razin, Frederike Lam, Stefan Günther, Alfredo Cabrera‐Orefice, I. Wittig, S. Pullamsetti, Leo Kurian, R. Gilsbach, Marcel H. Schulz, I. Dikič, Michaela Müller-McNicoll, Ralf Peter Brandes, M. Leisegang	2024	bioRxiv	10.1101/2024.03.21.585172	b0b1f84ba64c87ae703ac6b30cb1a43386e211cb	1.0	matched	article	https://www.semanticscholar.org/paper/b0b1f84ba64c87ae703ac6b30cb1a43386e211cb	oo2024complex	paper_index/text/sha256-084a70ed82739782.txt	paper_index/chunks/sha256-084a70ed82739782.jsonl		2026-04-17T03:28:13.299235+00:00	
sha256-a92601a37154c671	article	pdf_backed	articles/chromatin_remodelers/Luger - Nature 2020 - FACT caught in the act of manipulating the nucleosome.pdf	a92601a37154c6710e57472fde984c53677d7bddc843e3e734da22d7e98b4d4e	Luger - Nature 2020 - FACT caught in the act of manipulating the nucleosome.pdf	FACT caught in the act of manipulating the nucleosome	FACT caught in the act of manipulating the nucleosome	Yang Liu, Keda Zhou, Naifu Zhang, Hui Wei, Yong Zi Tan, Zhening Zhang, Bridget Carragher, Clinton S. Potter, Sheena D’Arcy, Karolin Luger	2019	Nature	10.1038/s41586-019-1820-0	dde5e3c3b69e44cda3c51e6063da08b3bff3d753	1.0	matched_via_doi	article	https://doi.org/10.1038/s41586-019-1820-0	liu2019manipulating	paper_index/text/sha256-a92601a37154c671.txt	paper_index/chunks/sha256-a92601a37154c671.jsonl	semantic_scholar	2026-04-17T03:28:15.163827+00:00	
sha256-acfc5b7ea101c9e4	article	pdf_backed	articles/chromatin_remodelers/Luk 2025 PLoS Biol - H2A.Z deposition by the SWR complex is stimulated by polyadenine DNA sequences in nucleosomes.pdf	acfc5b7ea101c9e47f4a4fc2fe929f06273886344a23255e965f8d1c33365809	Luk 2025 PLoS Biol - H2A.Z deposition by the SWR complex is stimulated by polyadenine DNA sequences in nucleosomes.pdf	H2A.Z deposition by the SWR complex is stimulated by polyadenine DNA sequences in nucleosomes	H2A.Z deposition by the SWR complex is stimulated by polyadenine DNA sequences in nucleosomes	Cynthia Converso, Leonidas Pierrakeas, Lirong Chan, Shalvi Chowdhury, Emily de Onis, Vyacheslav I. Kuznetsov, John M. Denu, Ed Luk	2025	PLOS Biology	10.1371/journal.pbio.3003059	e0eceae91e1707250a3c1dd788d80bd76fa4f016	1.0	matched_via_doi	article	https://doi.org/10.1371/journal.pbio.3003059	converso2025h2a	paper_index/text/sha256-acfc5b7ea101c9e4.txt	paper_index/chunks/sha256-acfc5b7ea101c9e4.jsonl	semantic_scholar	2026-04-17T03:28:16.714705+00:00	Crossref HTTP 404: Not Found
sha256-bf517e33e27aeeae	article	pdf_backed	articles/chromatin_remodelers/Narlikar 2023 NSMB - Nucleosome density shapes kilobase-scale regulation by a mammalian chromatin remodeler.pdf	bf517e33e27aeeaecb7e10c947eb81e8c0f88380ab29b23550cd2991f25ca324	Narlikar 2023 NSMB - Nucleosome density shapes kilobase-scale regulation by a mammalian chromatin remodeler.pdf	Nucleosome density shapes kilobase-scale regulation by a mammalian chromatin remodeler	Nucleosome density shapes kilobase-scale regulation by a mammalian chromatin remodeler	Nour J. Abdulhay, Laura J. Hsieh, Colin P. McNally, Megan S. Ostrowski, Camille M. Moore, Mythili Ketavarapu, Sivakanthan Kasinathan, Arjun S. Nanda, Ke Wu, Un Seng Chio, Ziling Zhou, Hani Goodarzi, Geeta J. Narlikar, Vijay Ramani	2023	Nature Structural and Molecular Biology	10.1038/s41594-023-01093-6	1a783ae5fa40da0ec7ffe1dfa96a5d3c53e7f3e5	1.0	matched_via_doi	article	https://doi.org/10.1038/s41594-023-01093-6	abdulhay2023shapes	paper_index/text/sha256-bf517e33e27aeeae.txt	paper_index/chunks/sha256-bf517e33e27aeeae.jsonl	semantic_scholar	2026-04-17T03:28:18.004053+00:00	
sha256-cecb224a0e278d00	article	pdf_backed	articles/chromatin_remodelers/Narlikar 2025 Science - ATP-dependent remodeling of chromatin condensates reveals distinct mesoscale outcomes.pdf	cecb224a0e278d007d8ab16099a31476c2cb1d1ca005bd4bfe89b0551defb3a8	Narlikar 2025 Science - ATP-dependent remodeling of chromatin condensates reveals distinct mesoscale outcomes.pdf	ATP dependent remodeling of chromatin condensates reveals distinct mesoscale outcomes	ATP-dependent remodeling of chromatin condensates reveals distinct mesoscale outcomes.	C. Moore, Emily Wong, Upneet Kaur, U. Chio, Z. Zhou, Megan S. Ostrowski, Ke Wu, Iryna Irkliyenko, Sean Wang, V. Ramani, G. Narlikar	2025	Science	10.1126/science.adr0018	ce0e5e70a53710583d872af72c618982d722cb68		matched	article	https://www.semanticscholar.org/paper/ce0e5e70a53710583d872af72c618982d722cb68	moore2025dependent	paper_index/text/sha256-cecb224a0e278d00.txt	paper_index/chunks/sha256-cecb224a0e278d00.jsonl	semantic_scholar	2026-04-20T02:56:02.591617+00:00	
sha256-12277092269c4e6d	article	pdf_backed	articles/chromatin_remodelers/Oudelaar 2024 NatGenet - In vitro reconstitution of chromatin domains shows a role for nucleosome positioning in 3D genome organization.pdf	12277092269c4e6dfc36bbbb8581eda78b3e3983956576ffcc87c22d0c88f684	Oudelaar 2024 NatGenet - In vitro reconstitution of chromatin domains shows a role for nucleosome positioning in 3D genome organization.pdf	In vitro reconstitution of chromatin domains shows a role for nucleosome positioning in 3D genome organization	In vitro reconstitution of chromatin domains shows a role for nucleosome positioning in 3D genome organization	Elisa Oberbeckmann, Kimberly Quililan, Patrick Cramer, A. Marieke Oudelaar	2024	Nature Genetics	10.1038/s41588-023-01649-8	27c4762ba5d1a8f92502d674df7ac7d2fa822773	1.0	matched_via_doi	article	https://doi.org/10.1038/s41588-023-01649-8	oberbeckmann2023genome	paper_index/text/sha256-12277092269c4e6d.txt	paper_index/chunks/sha256-12277092269c4e6d.jsonl	semantic_scholar	2026-04-17T03:28:22.332743+00:00	year_hint_mismatch:2024!=2023
sha256-a5351d89a60ee6cb	article	pdf_backed	articles/chromatin_remodelers/Peterson 2024 Mol Cell - Heterochromatin- Hiding from the remodeling machines.pdf	a5351d89a60ee6cb2b5835aadfa4b0549c4287a691c432b292d326cef511b142	Peterson 2024 Mol Cell - Heterochromatin- Hiding from the remodeling machines.pdf	Heterochromatin- Hiding from the remodeling machines	Heterochromatin: Hiding from the remodeling machines	Craig L. Peterson	2024	Molecular Cell	10.1016/j.molcel.2024.08.012	d58ebf4021166940b04db14c08a8afb692c6ca2e	1.0	matched_via_doi	article	https://doi.org/10.1016/j.molcel.2024.08.012	peterson2024hiding	paper_index/text/sha256-a5351d89a60ee6cb.txt	paper_index/chunks/sha256-a5351d89a60ee6cb.jsonl	semantic_scholar	2026-04-17T03:28:24.700622+00:00	
sha256-d27b93f5fe74f1e0	article	pdf_backed	articles/chromatin_remodelers/Schiessel - Master Thesis 2020 - Single base pair twist defect driven re-positioning of nucleosomes.pdf	d27b93f5fe74f1e0d71a30df868cd38f56ab0edc8e393b6414ebcb2d98766cfb	Schiessel - Master Thesis 2020 - Single base pair twist defect driven re-positioning of nucleosomes.pdf	Single base pair twist defect driven re positioning of nucleosomes	Single base pair twist defect driven re-positioning of nucleosomes: a computational analysis	Jesse van Welzenes	2020	Master's thesis, Leiden University				manual_verified	article		welzenes2020analysis	paper_index/text/sha256-d27b93f5fe74f1e0.txt	paper_index/chunks/sha256-d27b93f5fe74f1e0.jsonl		2026-04-17T05:21:39.411862+00:00	verified from thesis title page; non-journal item retained as local reference metadata
sha256-33a71c7a49b3f1ff	article	pdf_backed	articles/chromatin_remodelers/Schiessel 2024 PRR - Molecular motor in a box- Attractors repellers and ratchets in chromatin.pdf	33a71c7a49b3f1ff7d5c4dec6923656946d9c6211a86d1a04ee10b9eef24ff48	Schiessel 2024 PRR - Molecular motor in a box- Attractors repellers and ratchets in chromatin.pdf	Molecular motor in a box- Attractors repellers and ratchets in chromatin	Molecular motor in a box: Attractors, repellers, and ratchets in chromatin	Sophie Klempahn, Ralf Blossey, Helmut Schiessel	2024	Physical Review Research	10.1103/physrevresearch.6.023236	5351d10448fdd1b9edefd461f72743dca4109cd2	1.0	matched_via_doi	article	https://doi.org/10.1103/physrevresearch.6.023236	klempahn2024attractors	paper_index/text/sha256-33a71c7a49b3f1ff.txt	paper_index/chunks/sha256-33a71c7a49b3f1ff.jsonl	semantic_scholar	2026-04-17T03:28:28.185142+00:00	
sha256-e499f4dd88198101	article	pdf_backed	articles/chromatin_remodelers/Wang 2023 NSMB - Cooperation of chromatin remodeling SWI-SNF complex and pioneer factor AP-1 shapes 3D enhancer landscapes.pdf	e499f4dd8819810153db556364434fb5fc88572672fa5e85cb02cfe3cedd4c1c	Wang 2023 NSMB - Cooperation of chromatin remodeling SWI-SNF complex and pioneer factor AP-1 shapes 3D enhancer landscapes.pdf	Cooperation of chromatin remodeling SWI-SNF complex and pioneer factor AP-1 shapes 3D enhancer landscapes	Cooperation of chromatin remodeling SWI/SNF complex and pioneer factor AP-1 shapes 3D enhancer landscapes	Bennett K. Wolf, Yanding Zhao, Andrew McCray, William H. Hawk, Luke T. Deary, Nicholas W. Sugiarto, Ian S. LaCroix, Scott A. Gerber, Chao Cheng, Xiaofeng Wang	2023	Nature Structural and Molecular Biology	10.1038/s41594-022-00880-x	c5f39c6f4b57ae0129be6f31846ef361b5f44d69	1.0	matched_via_doi	article	https://doi.org/10.1038/s41594-022-00880-x	wolf2023snf	paper_index/text/sha256-e499f4dd88198101.txt	paper_index/chunks/sha256-e499f4dd88198101.jsonl		2026-04-17T03:28:29.130774+00:00	year_hint_mismatch:2023!=2022
